rate_unemployment,percent_college,percent_married,median_income,percent_lunch,state,school_type,school_level,average_act
-1.6481870092990727,-2.766914926202846,-2.643655349788512,57333.83411002733,-1.5039701949333248,WA,Regular School,High,22.7899877899878
-1.6388553627474303,-2.8328946027449957,-2.4857416237835395,70908.83411002734,-1.5039249670342787,NC,Regular School,High,22.2283272283272
-1.655825507974577,-2.663704363672825,-2.4980333226181326,76070.83411002734,-1.2760645399176958,TX,Alternative School,High,21.5689865689866
-1.6067356174218224,-3.093585809609973,-2.7694710527404096,36991.83411002733,-1.2476168274993948,IN,Regular School,High,20.2405372405372
-1.5215004650775121,-2.912709479619604,-2.8018414215284797,41247.83411002733,-1.0748625902112587,GA,Regular School,High,18.1257631257631
-1.5011375392024262,-3.021421719323166,-2.9248427865222877,43666.83411002733,-1.0991881017974507,FL,Regular School,High,18.4676434676435
-1.5705652615576802,-2.975813870395908,-2.898911129143056,35614.83411002733,-1.3547235690724289,NC,Regular School,High,20.006105006105
-1.660933853326499,-2.957948204168366,-2.8847625514393735,38497.83411002733,-1.362689643033376,GA,Regular School,High,20.6654456654457
-1.5950765246597292,-3.044797279144023,-2.6612649539518936,48370.83411002733,-1.4487260990225739,WI,Regular School,High,20.0
-1.5351659353695142,-3.0752693684582177,-2.676537270909326,43513.83411002733,-0.9981813436284268,OH,Regular School,High,19.0
-1.6142832610986675,-2.841448767760485,-2.6088588554331946,56474.83411002733,-1.5033931551321578,MA,Regular School,High,21.1050061050061
-1.5383073599845811,-3.041390390644315,-2.743938155218377,25255.834110027336,-1.3221060748112228,OH,Regular School,High,22.0
-1.582508731425654,-2.98778938856012,-3.0599972348734608,41151.83411002733,-0.7525135217142708,NY,Regular School,High,15.8058608058608
-1.6559834181462478,-2.88467198695141,-2.6565422671453827,51223.83411002733,-1.5543926417752087,WI,Regular School,High,23.4
-1.603752874760416,-2.8722801492151278,-2.720573748727035,53211.83411002733,-1.5493869393800557,OH,Regular School,High,22.0
-1.6247747750078743,-2.5946226759694198,-2.506932762202753,97185.83411002734,-1.5412346663442948,IL,Regular School,High,23.8
-1.4867127553160822,-2.963854189713129,-3.1997183217284766,16319.834110027334,-0.8001582353668898,OH,Regular School,High,15.0
-1.6520286761918261,-2.705825296385402,-2.5238803521745394,78747.83411002734,-1.6145879135360657,IL,Regular School,High,22.4
-1.6594337553972573,-2.569926173462899,-2.4106756814110937,89963.83411002734,-1.5641299853941317,TX,Regular School,High,27.4053724053724
-1.6527506759491373,-2.702352515872861,-2.7087635628850717,67308.83411002734,-1.4442968918080767,WA,Regular School,High,21.3736263736264
-1.681988345867263,-2.9329446334641838,-2.4901103952213197,42747.83411002733,-1.4367056964401488,MO,Regular School,High,20.9
-1.6490965638382116,-2.9512384068388817,-2.8733499199242587,23278.834110027336,-1.2259324303362737,LA,Regular School,High,17.9
-1.557475593634761,-2.99048216660383,-3.2153423537199717,22926.834110027336,-1.58124585975746,LA,Regular School,High,25.6
-1.6155786834989003,-2.882761264738261,-2.7270528435067005,66270.83411002734,-1.4884611983603218,TX,Regular School,High,22.1794871794872
-1.563410058890545,-2.947010273115892,-2.7762201839885527,38316.83411002733,-1.238230035046565,FL,Regular School,High,19.8840048840049
-1.5817622446118482,-2.958876165454928,-3.2189598655342047,11642.834110027334,-0.9701168274993948,OH,Regular School,High,20.0
-1.6116118247505846,-2.815508276586478,-2.4728356709420436,60806.83411002733,-1.5259170681732819,PA,Regular School,High,22.5946275946276
-1.6299592725783474,-2.948132399787455,-2.636804458105786,50932.83411002733,-1.2134264360403197,FL,Regular School,High,19.2735042735043
-1.6528572240081472,-3.0037063700531137,-2.6327472236514597,31247.834110027336,-1.4970399044224718,PA,Regular School,High,22.8388278388278
-1.3600953221449101,-2.940912205563084,-2.9007615961958697,40792.83411002733,-0.9787531911357588,GA,Regular School,High,16.001221001221
-1.5947007316486161,-3.019926670746422,-2.7599952190695576,43334.83411002733,-1.5125182611911507,IN,Regular School,High,21.7472527472527
-1.6462533697340984,-2.739376275950335,-2.5170426077182437,71154.83411002734,-1.2698878198658068,TX,Regular School,High,20.2014652014652
-1.579688649334451,-3.0064511252978687,-2.5520273828122475,49888.83411002733,-1.4308384769839309,PA,Regular School,High,20.6654456654457
-1.6437243788631386,-2.934076740423484,-2.7288857136103415,45579.83411002733,-1.4630605504431178,MO,Regular School,High,21.5
-1.563611369351256,-3.223450020658383,-2.810022549620145,27088.834110027336,-1.1695905117099208,KY,Regular School,High,17.9
-1.537922004294008,-2.9960439300502477,-2.8280028819048066,34017.83411002733,-1.3132665693238357,TX,Regular School,High,23.7912087912088
-1.5378194240385352,-2.695019501366245,-3.3502729968473357,24080.834110027336,-1.0749818476027837,GA,Regular School,High,17.8327228327228
-1.6677506155714141,-2.913187823851114,-2.658908663684331,50865.83411002733,-1.5034146998398208,MO,Regular School,High,22.6
-1.566181744592548,-2.870319403037828,-2.7267912154708176,46306.83411002733,-0.7685259184084858,PA,Regular School,High,13.8522588522589
-1.5961401065953222,-3.0045259443519,-2.6298428893204537,48573.83411002733,-1.384399949096491,PA,Regular School,High,19.2490842490842
-1.6536113845128562,-2.556509400356144,-2.4234614026444365,119685.83411002734,-1.7119686793512467,MA,Regular School,High,24.8656898656899
-1.6024622429408082,-2.845085059882508,-2.6945490911234296,41463.83411002733,-1.2837505900172776,TN,Regular School,High,18.9
-1.6252430732974341,-3.027497663970851,-2.962123057306828,37337.83411002733,-1.0504616550856016,KY,Regular School,High,15.7
-1.62610257604365,-2.7224406457631387,-2.7667565133308516,48306.83411002733,-1.3706548021829388,NC,Regular School,High,21.2759462759463
-1.59088863782515,-3.0107972791440227,-2.6404827870571257,35424.83411002733,-1.2161647316910118,WA,Regular School,High,19.5665445665446
-1.597666480249759,-2.753488578309696,-2.6283067910101616,66622.83411002734,-1.1407016228210318,FL,Regular School,High,19.2246642246642
-1.574406580821936,-2.755170160499955,-2.6991897585349065,43919.83411002733,-1.4267765999916389,NC,Regular School,High,18.8095238095238
-1.6023724180333963,-3.017205173880865,-2.8202558441886736,43514.83411002733,-1.1764225599834708,GA,Regular School,High,18.0769230769231
-1.5271172932955142,-3.119187512779047,-2.697736066853759,40602.83411002733,-1.2658311132136808,NC,Regular School,High,18.2722832722833
-1.6771655112215937,-3.0013880040427168,-2.6922023187193505,60600.83411002733,-1.5633926895683607,MO,Regular School,High,20.7
-1.6269923156005368,-2.792810169894909,-2.5023829085254516,66324.83411002734,-1.5503151277826808,WY,Regular School,High,21.7
-1.6107350744146067,-2.768320964498217,-2.527159789300166,63000.83411002733,-1.5770733492385247,MA,Regular School,High,21.031746031746
-1.5975026367243148,-2.9233707582410364,-2.7413326022915845,48817.55112740904,-1.2556299539910418,NY,Regular School,High,29.2124542124542
-1.6018889650859771,-3.001182767928293,-2.72389937047371,54640.83411002733,-1.3120528843377608,MA,Regular School,High,21.007326007326
-1.6183425280095896,-2.634017322717008,-2.4821748373381336,66247.83411002734,-1.5569733195267297,NJ,Regular School,High,22.008547008547
-1.6148100545127089,-2.835669206699004,-2.5570362818714907,90452.83411002734,-1.5050621340371717,NY,Regular School,High,20.6166056166056
-1.677246021539711,-2.864383039661822,-2.6663649508703244,35122.83411002733,-1.0077705860415358,TX,Regular School,High,16.8315018315018
-1.541292946926406,-2.971784107918086,-2.877529475846442,58285.83411002733,-1.062020955328956,PA,Regular School,High,18.1501831501831
-1.5646248614271012,-3.297298311490892,-2.6287318409804357,24006.834110027336,-1.1746962667517309,GA,Regular School,High,18.8095238095238
-1.657835344350251,-2.937416771800899,-2.6357098900512197,45042.83411002733,-1.4687753640847607,WI,Regular School,High,21.3
-1.6304869943570974,-2.928781453229087,-2.6888973354716748,43898.83411002733,-1.3368246464294358,TX,Regular School,High,21.1782661782662
-1.6109557636433158,-2.898713080128167,-2.6811258875170556,47169.83411002733,-1.3533432804052068,GA,Regular School,High,20.1037851037851
-1.6295734354669122,-2.773732388240084,-2.382649744455872,85659.83411002734,-1.5659513703150698,MA,Regular School,High,22.1306471306471
-1.6529126179171494,-2.6318743890408047,-2.4594374173325106,84383.83411002734,-1.6480247354073028,NJ,Regular School,High,22.5946275946276
-1.5760671104497632,-2.731311211032568,-2.732308924991049,58932.83411002733,-1.4088331995209167,GA,Regular School,High,24.1575091575092
-1.6353582801300675,-2.855400685470057,-2.536645742338318,57110.83411002733,-1.3426404868053887,TX,Regular School,High,19.6153846153846
-1.5092337405025311,-2.96585558933839,-2.868683849560514,36218.83411002733,-1.3397299803040368,MI,Regular School,High,19.4
-1.5955265487301322,-2.9620085886678327,-2.6733970397263556,35653.83411002733,-1.3289018742283667,IN,Regular School,High,20.2869352869353
-1.6634639672136506,-2.561461701141778,-2.4091889434302107,139405.83411002732,-1.6810304322660283,TX,Regular School,High,23.2539682539683
-1.5387573267681491,-2.949968272877237,-2.730409983148706,29580.834110027336,-1.0522715236319917,WA,Regular School,High,17.7594627594628
-1.6516528048160044,-3.096058269683812,-2.856042227616567,50966.83411002733,-1.4495969498235537,IL,Regular School,High,19.2
-1.629652962131354,-3.02610362192405,-2.6580560157152595,56601.83411002733,-1.3373390497216167,OH,Regular School,High,20.0
-1.5539213830013912,-3.107672038296239,-2.681128015434697,25562.834110027336,-0.9159590625035028,IN,Regular School,High,16.6630036630037
-1.6632231727521765,-2.927635988821442,-2.6020294371283654,50158.83411002733,-1.4350320817366828,WY,Regular School,High,18.6
-1.61217012147245,-3.236423530534457,-2.792053818765144,37106.83411002733,-0.9092710563551157,TX,Regular School,High,14.4627594627595
-1.626493802422036,-2.886464889334076,-2.8183799927321096,45173.83411002733,-1.4352387787189067,WI,Regular School,High,21.7
-1.6757981522684795,-2.704837673911065,-2.5226867899507837,63665.83411002733,-1.5010965572291248,LA,Regular School,High,20.3
-1.6833591967125725,-2.565098427591492,-2.3750992133319437,120290.83411002734,-1.6285029511796358,PA,Regular School,High,22.960927960928
-1.5700384426242362,-2.743052019615197,-2.716950385075062,54158.83411002733,-1.3095232201934588,TX,Regular School,High,19.0537240537241
-1.6642191545935163,-2.579405208659442,-2.4912304436558466,92644.83411002734,-1.5960555248174029,MO,Regular School,High,23.4
-1.5810496825171512,-2.935115480995059,-2.808410343978098,36929.83411002733,-1.4146266314209637,NC,Regular School,High,22.2527472527473
-1.396512437091611,-2.864351981639225,-3.0714960184300697,42625.83411002733,-0.7814232636185108,IL,Regular School,High,15.2
-1.5750430601818202,-2.888431623441332,-3.0024964860149526,31083.834110027336,-1.4504404022297488,MI,Regular School,High,20.0
-1.5689758879174642,-2.759825798003269,-2.8687915153658547,50622.83411002733,-1.015651269304621,KY,Regular School,High,16.0
-1.6111163793755157,-3.009456595571807,-2.6264422618807437,56022.83411002733,-1.4303525177350846,WA,Regular School,High,20.030525030525
-1.6100713725395526,-3.169246983286035,-2.6604334246548227,37914.83411002733,-1.3854933765937707,DE,Regular School,High,17.2905982905983
-1.645337514654927,-2.7766765894888508,-2.618236259948362,60864.83411002733,-1.3434621082640308,TX,Regular School,High,19.6886446886447
-1.467156890241442,-2.9036796320851987,-3.0733625613502116,27383.834110027336,-1.5172332296157969,FL,Regular School,High,25.5738705738706
-1.591429363192327,-2.926421843879699,-2.5061333459745176,47165.83411002733,-1.36164040670133,MI,Regular School,High,19.5
-1.6829568252235767,-3.009634655604041,-2.6089668051594646,51274.83411002733,-1.3980972835254537,TX,Regular School,High,21.0805860805861
-1.6189785254655997,-2.873397429181532,-2.6232258504453507,44521.83411002733,-1.2493192814871248,IL,Regular School,High,19.4
-1.673352822168712,-2.528218965891011,-2.427841131019244,151247.83411002732,-1.6444230475950885,PA,Regular School,High,24.4017094017094
-1.615828145743025,-2.908404868970426,-2.921254207703286,38767.83411002733,-1.0560259184084857,WA,Regular School,High,18.003663003663
-1.53499422013298,-2.532056538403282,-2.7268963734707126,21136.834110027336,-0.9820523113703628,MI,Regular School,High,16.3
-1.425766865014483,-2.567000177694748,-3.3502729968473357,4830.834110027335,-1.5935370229391337,IN,Regular School,High,27.3687423687424
-1.554026123323299,-2.939762564698334,-2.705536154742073,44997.83411002733,-1.2808575682401357,MI,Regular School,High,21.1
-1.6226772859928413,-2.714925882248236,-2.6627729968473357,70347.83411002734,-1.5581057965278209,IL,Regular School,High,23.0
-1.6231233184597889,-2.949139087053628,-2.790468277563365,41709.83411002733,-1.5046670920496599,IN,Regular School,High,20.5531135531136
-1.6223046176191405,-2.921395409985145,-2.786695410640439,37432.83411002733,-1.4426664025702167,WI,Regular School,High,23.3
-1.602195556808001,-3.063934402889842,-2.734297574420301,38271.83411002733,-1.4115453989279658,TX,Regular School,High,19.2002442002442
-1.677956359593174,-2.872529302368677,-2.8566832532575916,42025.83411002733,-1.2256438619068226,TN,Regular School,High,17.4
-1.6005696169583772,-2.6304736276917406,-2.94433240278793,14323.834110027334,-1.5512756257826568,WA,Regular School,High,24.4749694749695
-1.6707358731160122,-2.901540273539539,-2.6447213454067175,61573.83411002733,-1.4405258254544049,TX,Regular School,High,21.5934065934066
-1.6485947230404134,-2.754457442322455,-2.661453121070939,60858.83411002733,-1.6126351138107848,IL,Regular School,High,22.4
-1.6768845520233118,-2.581361292984853,-2.5065736999300827,104482.83411002734,-1.5723748920155238,TX,Regular School,High,21.4224664224664
-1.58968556671271,-2.993874933660663,-2.9296208229342926,47407.83411002733,-1.1151168274993948,NJ,Regular School,High,15.3174603174603
-1.4247990443788923,-3.135560745186178,-3.3108380351051343,23832.834110027336,-0.9046269938579897,TN,Regular School,High,14.5
-1.6327118180710039,-2.803118251409526,-2.850552482593563,52764.83411002733,-1.5412067457555259,WA,Regular School,High,22.4481074481074
-1.6751670651420183,-2.9570078054598117,-2.6276314874133737,48514.83411002733,-1.5365770044905447,WI,Regular School,High,23.5
-1.6510742753434697,-2.990592916342645,-2.605562136480622,47740.83411002733,-1.3227255231515689,IL,Regular School,High,18.9
-1.6826154511104694,-2.6606233661005447,-2.610416194938028,99580.83411002734,-1.7102317700281304,PA,Regular School,High,26.1355311355311
-1.6179292029910988,-2.582301411375428,-2.402560578546682,24652.834110027336,-1.0757461324461697,WI,Regular School,High,16.5
-1.6347678881993308,-2.986103730756926,-2.7592977421166225,40286.83411002733,-1.4628891047271178,OH,Regular School,High,22.0
-1.6679497895514315,-2.605331646433413,-2.4306588489373677,93564.83411002734,-1.6200702074527749,OH,Regular School,High,24.0
-1.5808952472104771,-2.933979968275176,-2.7430585679896207,46849.83411002733,-1.2382986456812128,MI,Regular School,High,19.4
-1.53956532393682,-3.117778691783428,-2.98814675100016,18191.834110027336,-1.1083411265648158,TX,Regular School,High,22.1306471306471
-1.6037595784380871,-2.8750415605423827,-2.9559067996642368,45466.83411002733,-1.330394605277173,FL,Regular School,High,21.2026862026862
-1.6824034270046113,-3.2988842356657617,-2.3592203652683885,43050.83411002733,-1.6215485948372028,OH,Regular School,High,23.0
-1.6373112584938023,-2.940589371547399,-2.6249841650116488,44467.83411002733,-1.343950693314092,IL,Regular School,High,18.5
-1.5758043071414742,-2.881035026797829,-2.7754226974461376,44497.83411002733,-1.3332202757752567,WA,Regular School,High,21.4957264957265
-1.6272616224759489,-2.94145299486645,-2.791031290686199,38687.83411002733,-1.461766312035477,PA,Regular School,High,21.1782661782662
-1.6275575806521416,-2.857861456506917,-2.8142185750786286,41133.83411002733,-1.3569189955210748,TX,Regular School,High,20.8852258852259
-1.602923249313024,-3.105561784263477,-2.590339222012899,41721.83411002733,-1.2894925369205068,KY,Regular School,High,19.9
-1.6126742020783646,-2.841573212753982,-2.7650195406261378,59322.83411002733,-1.4955779925479389,WA,Regular School,High,21.984126984127
-1.6075960144739045,-2.905543626090445,-2.7852781145546026,49625.83411002733,-1.3635130539144888,MO,Regular School,High,20.0
-1.6606455547695973,-2.940757099026254,-2.6107070536086048,71438.83411002734,-1.6213049463112759,MO,Regular School,High,22.3
-1.6183631938633996,-2.915094648977625,-2.6548481602460288,53181.83411002733,-1.4529195956654848,IL,Regular School,High,19.7
-1.6194699543007058,-3.004598045427548,-2.677121245874573,44172.83411002733,-0.9567834941660618,OH,Regular School,High,21.0
-1.539560511999366,-2.827453149589367,-3.2553984057895384,20935.834110027336,-1.0604685862933647,IL,Regular School,High,20.6
-1.6546965767998407,-2.819794762063836,-2.4882040313300946,74738.83411002734,-1.5165112498101518,MA,Regular School,High,23.1562881562882
-1.555225207650213,-2.929581873859652,-2.8620804446220856,37701.83411002733,-1.0656982228482317,GA,Regular School,High,17.8083028083028
-1.6574417367740448,-2.934159614576192,-2.6419396635140027,49921.83411002733,-1.4299638372351389,GA,Regular School,High,21.3247863247863
-1.5988679460756712,-2.795743454781417,-2.6169396635140028,69188.83411002734,-1.6617552958876405,NJ,Regular School,High,22.1306471306471
-1.550426597079552,-2.88353466594868,-2.7418392619075767,61736.83411002733,-0.8786449660275338,MI,Regular School,High,12.5
-1.649592217845128,-3.0451328800510518,-2.6081205304796224,52292.83411002733,-1.4036088909914577,PA,Regular School,High,21.0561660561661
-1.6281616831966368,-2.955468185344341,-2.7542573208185965,61453.83411002733,-1.410085867747073,GA,Regular School,High,20.958485958486
-1.621852839549739,-2.825794728123615,-2.9533610985730396,48775.83411002733,-1.3842808653542849,FL,Regular School,High,23.2783882783883
-1.6484961222712455,-2.916943037805911,-2.7660033339259877,55250.83411002733,-1.3123093408683788,PA,Regular School,High,19.6398046398046
-1.547562488045318,-2.795350828073044,-2.770173494359774,37182.83411002733,-1.6635210828185436,FL,Regular School,High,25.8424908424908
-1.543552370896454,-3.064381437559865,-3.0069510790391165,22836.834110027336,-0.8957671473288188,NY,Regular School,High,16.3675213675214
-1.643621185497534,-2.816980104628788,-2.5864634730378118,69079.83411002734,-1.6060885326371457,MI,Regular School,High,20.6
-1.3453689542190541,-3.139082993429737,-3.2348883814627207,23469.834110027336,-0.7616801698174538,IL,Regular School,High,14.9
-1.6218974593002253,-2.87537498953068,-2.5755157152939376,65400.83411002733,-1.5347425472690688,OH,Regular School,High,22.0
-1.5336548427307561,-3.0001016943260517,-3.092142078774055,28012.834110027336,-0.9756937505763178,NY,Regular School,High,16.4652014652015
-1.5736185587573182,-3.186447638364002,-2.644250809842582,31107.834110027336,-0.8305479526308358,TX,Regular School,High,16.2698412698413
-1.62810904181923,-2.989749812051881,-2.6802663168206156,48677.83411002733,-1.5986776215440597,MI,Alternative School,High,21.5
-1.602874899295285,-3.034684534045984,-2.7073514459005366,42544.83411002733,-1.2360517868489889,MI,Regular School,High,17.4
-1.5665456200356642,-2.951631422100303,-2.8749035387192565,39299.83411002733,-0.9077304638630308,OH,Regular School,High,19.0
-1.594491566386325,-2.907949459017892,-2.735885440139624,44263.83411002733,-1.3111313202530177,MI,Regular School,High,18.2
-1.628851405545125,-3.081380526300176,-2.788869488075406,27997.834110027336,-1.1922001608327277,KY,Regular School,High,18.7
-1.6384733580353132,-2.919014469056529,-2.7019728796140416,38651.83411002733,-1.4776811499693778,PA,Regular School,High,21.9352869352869
-1.5189646752898762,-2.938413758998613,-2.8799533621441396,52601.83411002733,-1.0878338370327618,TX,Regular School,High,18.1257631257631
-1.6460593039729328,-2.660491983193867,-2.6910373280575266,39970.83411002733,-1.6134167559174337,MI,Regular School,High,22.6
-1.648779902605293,-2.829300921183565,-2.7464625425239357,46551.83411002733,-1.3753591182482938,FL,Regular School,High,22.6678876678877
-1.568007616215296,-3.040478286489249,-2.7639816871778127,24954.834110027336,-1.2997697559158807,NC,Regular School,High,20.6166056166056
-1.6172215724173664,-2.757893432990177,-2.59075177813134,59407.83411002733,-1.0226312783664468,FL,Regular School,High,17.2466422466422
-1.599032731712475,-2.947177444433279,-2.7720656154765098,23879.834110027336,-1.2903961571083338,IL,Regular School,High,18.0
-1.6454924128093904,-3.038143813797488,-2.6836063301806687,44805.83411002733,-1.3904436248850158,MO,Regular School,High,20.8
-1.6775247157181379,-2.7946646010113447,-2.5807339186910228,82914.83411002734,-1.2266033139858816,WA,Regular School,High,19.4200244200244
-1.6218441555266045,-2.772079003006752,-3.0661115061641055,28678.834110027336,-1.2059553368161646,MI,Regular School,High,16.1
-1.5386912263616321,-3.079382336130093,-2.7323782600052304,26705.834110027336,-1.3204982988890408,IN,Regular School,High,20.2087912087912
-1.5955393514275071,-3.078841957199214,-2.608142246242009,39486.83411002733,-1.2454416411309177,FL,Regular School,High,21.959706959707
-1.595173654225457,-2.79228786607647,-2.8758484444176675,52274.83411002733,-1.4896727777658247,MI,Regular School,High,19.9
-1.6321249858995794,-2.682808570073643,-2.5496229426761547,69472.83411002734,-1.6481992363741966,NJ,Regular School,High,21.8131868131868
-1.623470822895297,-2.969963271046857,-2.6959520091930145,47760.83411002733,-1.4710328580337457,PA,Regular School,High,21.5934065934066
-1.5622225473613072,-3.151661287882417,-2.772839368528752,42795.83411002733,-1.4340927311138527,OH,Regular School,High,22.0
-1.627894316613426,-3.054816206588818,-2.7814261810125678,46676.83411002733,-1.4222360327974077,PA,Regular School,High,20.2747252747253
-1.5619438405608612,-3.0231714875493187,-2.810915754183153,43268.83411002733,-1.6765330124704931,TX,Regular School,High,25.4761904761905
-1.647603672774458,-2.917941462107231,-2.5916289290507257,68950.83411002734,-1.4651168274993949,TX,Regular School,High,21.6910866910867
-1.5932158259274012,-3.186547947950872,-2.798034190877187,29321.834110027336,-0.7782847664306928,IL,Regular School,High,16.6
